Stato,Posizione,PosizioneKalman,Velocita,VelocitaKalman,ErrorePosizione, ErroreVeocita, KalmanGain
0,0.5079626855431709,-0.014394092804107599,10.159253710863418,-0.0035289034554239138,0.5223567783472786,10.162782614318841,9.999000099990002E-5
1,1.8683503959249383,-0.01279878937960225,17.04850049677193,0.00767634285135186,1.8811491853045406,17.04082415392058,9.999000099990002E-5
2,2.924980063084682,-0.01813666447610406,4.084092846422951,0.012603165748756053,2.943116727560786,4.071489680674195,9.999000099990002E-5
3,3.253818842874785,-0.002399276075595135,2.4926827493790986,0.03257001233245063,3.2562181189503803,2.460112737046648,9.999000099990002E-5
4,3.0465090238228427,0.027700709013163544,-6.63887913041795,0.06010240576233983,3.018808314809679,6.69898153618029,9.999000099990002E-5
5,2.2788976248159507,-0.008144944861296369,-8.713348849719898,0.04367278478316926,2.287042569677247,8.757021634503067,9.999000099990002E-5
6,0.5410744140659772,-0.0020496917743753236,-26.043115365279565,0.05439404079947555,0.5431241058403525,26.09750940607904,9.999000099990002E-5
7,-1.2487971786532677,0.05780969705286626,-9.754316489105332,0.09430938944094248,1.306606875706134,9.848625878546274,9.999000099990002E-5
8,-2.6910256005736324,0.07613232184936908,-19.090251949301965,0.10872094357611306,2.7671579224230016,19.19897289287808,9.999000099990002E-5
9,-5.102964444759257,0.09047213545354185,-29.14852493441051,0.12020338006963188,5.193436580212799,29.268728314480143,9.999000099990002E-5
10,-7.508300320065228,0.13956390882755265,-18.958192571708917,0.14760537441319746,7.6478642288927805,19.105797946122113,9.999000099990002E-5
11,-9.507200253792293,0.07418991157501374,-21.019806102832398,0.12097243399402373,9.581390165367306,21.14077853682642,9.999000099990002E-5
12,-11.07342704587354,0.1533507245753008,-10.304729738792549,0.1599046687113913,11.226777770448841,10.46463440750394,9.999000099990002E-5
13,-11.530812077356366,0.21481548123555327,1.15702910913601,0.1886428725494324,11.745627558591918,0.9683862365865776,9.999000099990002E-5
14,-11.445981564338208,0.25707446398841066,0.5395811512271351,0.20780238953462632,11.70305602832662,0.3317787616925088,9.999000099990002E-5
15,-9.540413869221542,0.24341347884078895,37.5717727511062,0.20435784997684298,9.783827348062331,37.36741490112936,9.999000099990002E-5
16,-5.045887707643803,0.19289627419484373,52.318750480448564,0.18787641499606905,5.238783981838647,52.130874065452495,9.999000099990002E-5
17,0.8479105885195213,0.23996660615407536,65.5572154428179,0.2078076857595002,0.6079439823654459,65.3494077570584,9.999000099990002E-5
18,7.532161297629778,0.27321467187897575,68.12779873938722,0.2219390175279409,7.258946625750802,67.90585972185927,9.999000099990002E-5
19,13.538529046353501,0.3352298847249158,51.99955623508722,0.24506409229085438,13.203299161628586,51.754492142796366,9.999000099990002E-5
20,19.066985865267714,0.21587889727038137,58.569580143197065,0.20842232922636245,18.85110696799733,58.3611578139707,9.999000099990002E-5
21,24.12547787220769,0.16161823142086518,42.60025999560247,0.19475288437694896,23.963859640786826,42.405507111225525,9.999000099990002E-5
22,28.768695709679378,0.1261442113945729,50.264096753831275,0.18791516868763022,28.642551498284806,50.076181585143644,9.999000099990002E-5
23,34.09250093600219,0.12482423250014164,56.21200777262496,0.1918389653475912,33.96767670350205,56.020168807277365,9.999000099990002E-5
24,39.80498278889369,0.21732797187680847,58.037629285205036,0.22269748432093728,39.58765481701688,57.814931800884096,9.999000099990002E-5
25,45.3648212255798,0.3549519368621805,53.159139448517195,0.2646897962373496,45.009869288717624,52.894449652279846,9.999000099990002E-5
26,50.5004031115594,0.4668220427840053,49.55249827107467,0.29770483233733575,50.0335810687754,49.25479343873733,9.999000099990002E-5
27,55.16785352651288,0.5411749399960983,43.79651002799487,0.319342871446187,54.62667858651678,43.47716715654868,9.999000099990002E-5
28,59.50238735292225,0.7478472923480327,42.89416650019247,0.37417340992206105,58.754540060574215,42.51999309027041,9.999000099990002E-5
29,63.77992671689704,0.646067281901725,42.65662077930321,0.3491207820148438,63.133859434995315,42.30749999728837,9.999000099990002E-5
30,67.31328922187765,0.7598919591301977,28.01062932030913,0.3783203163355985,66.55339726274745,27.63230900397353,9.999000099990002E-5
31,70.03597095893375,0.9636333526289943,26.44300542081257,0.4278656503769967,69.07233760630476,26.015139770435574,9.999000099990002E-5
32,72.64148385582736,0.8583801763324295,25.667252517059858,0.403171689278373,71.78310367949493,25.264080827781484,9.999000099990002E-5
33,74.60776184878233,0.7281259834787169,13.658307342039578,0.3741146742517423,73.87963586530361,13.284192667787835,9.999000099990002E-5
34,76.57624334399736,1.164087961511492,25.71132256226116,0.47299269082059175,75.41215538248586,25.238329871440566,9.999000099990002E-5
35,79.22046513294931,1.4450101176322727,27.17311321677787,0.5339245583104004,77.77545501531704,26.63918865846747,9.999000099990002E-5
36,82.92318976235082,1.9968803461971278,46.88137937125225,0.6504290818936758,80.92630941615369,46.230950289358574,9.999000099990002E-5
37,87.79411224266205,2.29035858391052,50.53707023497245,0.7081731502804797,85.50375365875153,49.82889708469197,9.999000099990002E-5
38,92.55941117515506,2.5299544378761536,44.76890841488793,0.7527093374178894,90.0294567372789,44.01619907747004,9.999000099990002E-5
39,96.27593262044557,2.6117528898248863,29.561520490922227,0.7639218958387467,93.66417973062069,28.797598595083482,9.999000099990002E-5
40,99.7961243950284,2.8991618797533585,40.8423150007342,0.8154500719342587,96.89696251527504,40.026864928799945,9.999000099990002E-5
41,103.11635698402519,3.2359344350228003,25.56233677920173,0.8747436927634732,99.88042254900239,24.687593086438255,9.999000099990002E-5
