Stato,Posizione,PosizioneKalman,Velocita,VelocitaKalman,ErrorePosizione, ErroreVeocita, KalmanGain
0,-0.0274566903422197,-1.8650025989984296,-0.549133806844394,-0.17305556279199572,1.8375459086562098,0.3760782440523982,0.009900990099009901
1,-0.07028803325389521,-0.33940985971112414,-0.3074930513891162,-0.0050892632633898205,0.26912182645722893,0.3024037881257264,0.009900990099009901
2,0.005736951788615441,2.767767325521241,1.8279927522393287,0.43775865470300557,2.7620303737326255,1.390234097536323,0.009900990099009901
3,0.2452344653166321,6.369678106512753,2.961957518321004,1.1147145493213333,6.1244436411961205,1.8472429689996706,0.009900990099009901
4,0.5839085051920637,7.354945825704347,3.811523279187629,1.33553095658362,6.771037320512284,2.475992322604009,0.009900990099009901
5,1.0778130923958442,7.119548360445639,6.066568464887984,1.2354449592840677,6.041735268049795,4.831123505603917,0.009900990099009901
6,1.7765788562297402,7.338075205146158,7.908746811789937,1.2789580850626179,5.5614963489164175,6.62978872672732,0.009900990099009901
7,2.6612953161460684,5.906924458647417,9.785582386536618,0.6502167727451376,3.2456291425013486,9.13536561379148,0.009900990099009901
8,3.7146865044359254,0.09665308363915504,11.282241379260519,-2.0487561528711034,3.6180334207967704,13.330997532131622,0.009900990099009901
9,4.848151680226843,2.0817310194052836,11.387062136557843,-0.9262941369793993,2.76642066082156,12.313356273537241,0.009900990099009901
10,5.975310958329037,0.7396917545614174,11.156123425486024,-1.6040078888832807,5.2356192037676195,12.760131314369305,0.009900990099009901
11,7.13988916516049,0.3002425468636905,12.135440711143035,-1.7581642353964457,6.8396466182968,13.893604946539481,0.009900990099009901
12,8.465438884564085,-0.9256456210996502,14.375553676928881,-2.3987453237078107,9.391084505663734,16.77429900063669,0.009900990099009901
13,9.929464292096103,3.5309558858232313,14.904954473711467,0.647998686193556,6.398508406272872,14.25695578751791,0.009900990099009901
14,11.405800871049946,8.608802676386494,14.62177710536538,4.015760689599059,2.796998194663452,10.606016415766321,0.009900990099009901
15,12.908131824178131,8.528945088501816,15.424841957198304,3.6935388380029464,4.379186735676315,11.731303119195356,0.009900990099009901
16,14.428673378716931,8.8364655274615,14.985989133577712,3.659556588114719,5.592207851255431,11.326432545462993,0.009900990099009901
17,15.94359102281982,5.3747215906708234,15.312363748480067,0.9168247011354196,10.568869432148997,14.395539047344647,0.009900990099009901
18,17.533446514951503,10.571047707802222,16.484746094153646,4.653801426304463,6.962398807149281,11.830944667849183,0.009900990099009901
19,19.176273919816488,13.03007538650148,16.37180200314612,6.137397224387497,6.146198533315008,10.234404778758622,0.009900990099009901
20,20.7829054959924,13.607699004376132,15.760829520372159,6.1200512765176445,7.175206491616267,9.640778243854514,0.009900990099009901
21,22.36613682575429,20.930796936897362,15.903797074865698,11.18285986299442,1.4353398888569266,4.720937211871279,0.009900990099009901
22,24.001510395116178,19.74412995115665,16.803674312372095,9.445408133445639,4.257380443959526,7.358266178926456,0.009900990099009901
23,25.72064421666077,23.240873850032724,17.57900211851981,11.399913946209239,2.4797703666280455,6.179088172310571,0.009900990099009901
24,27.53722969772236,27.43337806431289,18.75270750271197,13.745803882434766,0.10385163340946946,5.006903620277205,0.009900990099009901
25,29.457140072249004,25.78634532157127,19.645499987820884,11.4346473824825,3.6707947506777323,8.210852605338383,0.009900990099009901
26,31.387789575155825,29.480228763715562,18.967490070315556,13.408716134542134,1.9075608114402627,5.558773935773422,0.009900990099009901
27,33.368748726488256,27.55283002918182,20.65169295633304,10.895144240262082,5.8159186973064365,9.756548716070958,0.009900990099009901
28,35.40730669188431,25.69522462365814,20.119466351587995,8.625260099555659,9.712082068226167,11.494206252032336,0.009900990099009901
29,37.44195268059109,31.70539532780556,20.573453422547637,12.622415625322816,5.736557352785532,7.951037797224821,0.009900990099009901
30,39.55657380449268,35.516146355932285,21.7189690554841,14.608603474010714,4.0404274485603935,7.110365581473385,0.009900990099009901
31,41.809555649901064,37.59667958817527,23.340667852683577,15.099296972885382,4.212876061725794,8.241370879798195,0.009900990099009901
32,44.17827184421625,44.26637739926454,24.03365603362012,19.117886640719178,0.08810555504829409,4.915769392900941,0.009900990099009901
33,46.60172376546587,44.499729190738066,24.435382391372293,17.822561369047925,2.1019945747278044,6.612821022324368,0.009900990099009901
34,49.03651275268144,45.274843084179935,24.260397352939012,17.048738440777125,3.7616696685015043,7.211658912161887,0.009900990099009901
35,51.48685410258632,50.041602244261775,24.74642964515843,19.441131402079115,1.4452518583245464,5.305298243079314,0.009900990099009901
36,53.915794767895875,52.312694113446696,23.832383661032562,19.705286588422915,1.6031006544491788,4.127097072609647,0.009900990099009901
37,56.271859004560966,53.81466532949578,23.288901072269233,19.350036452984337,2.4571936750651844,3.938864619284896,0.009900990099009901
38,58.64903700866998,54.45901028167606,24.254659009910892,18.354399414974814,4.190026726993921,5.900259594936077,0.009900990099009901
39,60.990588595723196,56.629106086088775,22.576372731153363,18.624708550629943,4.3614825096344205,3.9516641805234194,0.009900990099009901
40,63.293495422225746,61.30188542069188,23.481763798897656,20.823884611140524,1.9916100015338642,2.657879187757132,0.009900990099009901
41,65.7413409900607,60.742532549709665,25.475147557801442,18.775019314348313,4.998808440351041,6.700128243453129,0.009900990099009901
42,68.3088642863912,68.75899530035646,25.875318368808262,23.568638271744653,0.4501310139652617,2.3066800970636088,0.009900990099009901
43,70.96303993149044,69.68721386481026,27.208194533176567,22.464838454011584,1.2758260666801817,4.7433560791649825,0.009900990099009901
44,73.74382827772354,73.2984430428904,28.40757239148513,23.538125406272272,0.4453852348331395,4.869446985212857,0.009900990099009901
45,76.54609058624584,78.69477820589181,27.637673778960917,25.919185051564774,2.148687619645969,1.7184887273961422,0.009900990099009901
46,79.27604112009067,81.97401908131465,26.96133689793572,26.464540578904135,2.697977961223984,0.49679631903158494,0.009900990099009901
47,81.97195904179499,80.81453713312031,26.957021536150666,23.50745000302838,1.157421908674678,3.4495715331222847,0.009900990099009901
48,84.64313986081991,78.37721589503825,26.46659484434765,19.784695506588363,6.265923965781667,6.681899337759287,0.009900990099009901
