Stato,Posizione,PosizioneKalman,Velocità,VelocitàKalman,KalmanGain
32,-26.03737362875874,-33.28251585623012,8.996927516828276,-11.234423263022322,0.06301961465756818
33,-25.369287938164188,-51.953853667758615,4.364786295062754,-18.235483728719284,0.06439883872363077
34,-26.20063543934091,-56.543314867179625,-20.991736318597155,-19.322535258712414,0.0656545083294891
35,-28.102828587179285,-52.87489893442323,-17.0521266381703,-17.107513334040693,0.06679186937776396
36,-30.47880084894723,-54.45421947577031,-30.467318597188555,-17.046309228599124,0.06781707912661832
37,-32.90741933384706,-59.54186792557165,-18.105051100808097,-18.35105188287754,0.06873693786275939
38,-34.563893732246974,-50.86392777048216,-15.02443686719017,-14.280795046783258,0.06955865030835863
39,-36.18148441134603,-38.8503755783571,-17.327376714790947,-9.108744534039957,0.07028961979784294
40,-37.919686817735275,-41.989800235757755,-17.436671412994077,-9.950305977365115,0.0709372758918528
41,-40.151442390948546,-49.83547939087596,-27.198440051271454,-12.544886707912383,0.07150893432692401
42,-42.69703015873625,-60.60045108853935,-23.713315304482684,-16.134408292194475,0.07201168698301333
43,-45.05276881394525,-63.6609709067621,-23.401457799697475,-16.670002727979547,0.0724523188064791
44,-47.18701144873783,-65.93907357725962,-19.283394896154125,-16.88965145242279,0.0728372482599591
45,-48.76833509855925,-58.98370118177204,-12.343078100274326,-13.645039709296654,0.07317248778972019
46,-50.27386696219541,-58.03513686289371,-17.76755917244908,-12.772303253053265,0.0734636209214688
47,-52.466738967352015,-72.86398495905888,-26.08988093068306,-17.80426172002239,0.07371579284663328
48,-55.732515135855365,-69.07553123464126,-39.22564243938405,-15.727632105278508,0.07393371168669031
49,-59.79475925136905,-85.55664992267853,-42.0192398708898,-21.238982521416233,0.07412165798110894
50,-63.54191936558317,-89.66759714004858,-32.92396241339257,-21.963671764720644,0.074283500305062
51,-66.30514648537692,-97.82017478038698,-22.34057998248234,-24.151970851467915,0.07442271526642065
52,-68.43832725048011,-92.3458138367254,-20.323035319581685,-21.23459323857882,0.07454241044576278
53,-70.87329668487834,-87.77412435299374,-28.376353368383054,-18.760292742182948,0.07464534912209954
54,-73.48303306354141,-96.09968258944144,-23.818374204878534,-21.12222793112151,0.07473397586878294
55,-76.39084870736943,-104.51967397084329,-34.337938671681876,-23.430181179905354,0.07481044230938816
56,-79.55895306802242,-99.12044174619713,-29.024148541377873,-20.577306960154623,0.07487663249474681
57,-81.94856395759935,-85.84002301036973,-18.768069250160828,-14.937872017876504,0.07493418750315758
58,-83.70088436019341,-82.22289861477456,-16.27833880172049,-13.052851036295015,0.07498452897991416
59,-85.04047483904479,-96.45450658493236,-10.513470775307042,-17.784578766826733,0.07502888142349266
