Stato,Posizione,PosizioneKalman,Velocita,VelocitaKalman,ErrorePosizione, ErroreVeocita, KalmanGain
0,-0.015011587537547078,0.26781440526596656,-0.30023175075094155,0.2528124242713156,0.2828259928035136,0.5530441750222572,0.009900990099009901
1,-0.009732624117367576,0.38179849775186114,0.40581101915453155,0.33621796944846755,0.3915311218692287,0.069593049706064,0.009900990099009901
2,0.0302696995528389,0.1711231609579511,0.3942354542495979,0.15821130096259833,0.1408534614051122,0.23602415328699955,0.009900990099009901
3,0.12433637729735136,0.2164978140628681,1.4870981006406512,0.18892844789880406,0.09216143676551675,1.2981696527418471,0.009900990099009901
4,0.3303649160203977,0.0025257617154414713,2.633472673820275,0.04361864404993693,0.32783915430495625,2.589854029770338,0.009900990099009901
5,0.5969542784332261,-0.11754201482915928,2.698314574436294,-0.024333687334413316,0.7144962932623854,2.7226482617707073,0.009900990099009901
6,0.7981273599591582,-0.122062897357514,1.325147056082347,-0.01585343413004063,0.9201902573166721,1.3410004902123878,0.009900990099009901
7,0.9527632891164423,0.10866024454439147,1.7675715270633343,0.12275432431741348,0.8441030445720508,1.644817202745921,0.009900990099009901
8,1.152770774728493,0.3221260669184946,2.2325781851776796,0.2382588568671336,0.8306447078099983,1.994319328310546,0.009900990099009901
9,1.3707867214140184,0.19019740642128502,2.127740748532826,0.17020384680470985,1.1805893149927333,1.9575369017281163,0.009900990099009901
10,1.553096950142652,0.29379416114664647,1.5184638260398438,0.22116508371985863,1.2593027889960053,1.297298742319985,0.009900990099009901
11,1.6850909675004753,1.0497293562466992,1.1214165211166232,0.5643596270218443,0.6353616112537761,0.5570568940947789,0.009900990099009901
12,1.7981755217197108,1.5272126078517805,1.1402745632680924,0.7571875608235847,0.27096291386793037,0.38308700244450766,0.009900990099009901
13,2.0226263224222647,1.3555691866737563,3.3487414507829882,0.6638899588678273,0.6670571357485084,2.684851491915161,0.009900990099009901
14,2.3796984599841404,0.34139484059931124,3.792701300454522,0.24123090353974552,2.038303619384829,3.5514703969147763,0.009900990099009901
15,2.8086223323913555,0.500895644367402,4.785776147689774,0.303153065332332,2.3077266880239535,4.482623082357442,0.009900990099009901
16,3.3187985332205114,0.1273762283121237,5.417747868893342,0.16321136078747775,3.1914223049083876,5.254536508105864,0.009900990099009901
17,3.880174730257555,1.1888869377844185,5.809776071847522,0.5469275816650289,2.691287792473137,5.262848490182493,0.009900990099009901
18,4.388542484258404,1.5003951522117038,4.3575790081694645,0.6454933236162382,2.8881473320467004,3.712085684553226,0.009900990099009901
19,4.742982945835895,2.0098874536029787,2.731230223380366,0.8040079310379025,2.7330954922329167,1.9272222923424633,0.009900990099009901
20,5.076415171836645,1.8611223269396566,3.937414296634646,0.7397052693006396,3.2152928448969886,3.1977090273340067,0.009900990099009901
21,5.461734922115808,2.4918967832310823,3.76898070894861,0.9241416541275241,2.9698381388847253,2.844839054821086,0.009900990099009901
22,5.849872203885381,2.683717060313233,3.9937649264428607,0.9642301486092552,3.166155143572148,3.0295347778336055,0.009900990099009901
23,6.169116121759381,4.049605059755056,2.3911134310371445,1.3491081213866165,2.1195110620043254,1.042005309650528,0.009900990099009901
24,6.381912437219457,3.910536840136956,1.8648128781643774,1.2802946322801119,2.471375597082501,0.5845182458842655,0.009900990099009901
25,6.594020674233953,4.284711659206076,2.3773518621255327,1.3589095786646512,2.3093090150278766,1.0184422834608815,0.009900990099009901
26,6.819755246217826,3.9520111415867736,2.1373395775519475,1.2413434106930525,2.867744104631053,0.8959961668588949,0.009900990099009901
27,6.943093556618884,3.7636205341367632,0.3294266304692006,1.1684048252127808,3.1794730224821204,0.8389781947435802,0.009900990099009901
28,7.051218217606809,4.470154706165843,1.8330665892893103,1.3306178001598445,2.5810635114409655,0.5024487891294658,0.009900990099009901
29,7.221240354445073,4.686165576655065,1.5673761474759837,1.3614002703686892,2.5350747777900082,0.2059758771072946,0.009900990099009901
30,7.380329002518839,4.577525753168385,1.6143968139993432,1.311036077148292,2.802803249350454,0.30336073685105114,0.009900990099009901
31,7.556131542035796,5.441972493050004,1.9016539763398121,1.4972381697701507,2.114159048985792,0.4044158065696615,0.009900990099009901
32,7.761001959415803,6.1375176051644615,2.195754371260326,1.6354121852376848,1.6234843542513415,0.5603421860226412,0.009900990099009901
33,7.9370774205391,7.544440364312265,1.325754851205616,1.9311576167754358,0.3926370562268353,0.6054027655698198,0.009900990099009901
34,8.021415411069112,7.22378325151305,0.3610049593946071,1.8254425105122722,0.7976321595560627,1.464437551117665,0.009900990099009901
35,7.999685840339985,6.77643550078888,-0.7955963739771809,1.6965464565232125,1.2232503395511047,2.492142830500393,0.009900990099009901
36,7.956847742545349,7.030314743622419,-0.061165581915506806,1.7246199713702046,0.9265329989229301,1.7857855532857114,0.009900990099009901
37,7.9675892411740055,7.254502160648572,0.27599555448863033,1.74545937168454,0.7130870805254332,1.4694638171959096,0.009900990099009901
38,8.007810158810171,7.402204757635654,0.528422798234678,1.749785047899652,0.6056054011745173,1.221362249664974,0.009900990099009901
39,7.936475031293532,7.263135269638291,-1.9551253485674764,1.6957381300479801,0.6733397616552406,3.650863478615457,0.009900990099009901
40,7.657824397838387,7.626574259854195,-3.617887320535427,1.744387112292899,0.03125013798419207,5.362274432828326,0.009900990099009901
41,7.264248820181518,7.951591597581282,-4.253624232601952,1.7838463168023708,0.6873427773997642,6.037470549404323,0.009900990099009901
42,6.830040021021349,9.413146932585555,-4.4305517506014045,2.041216970864757,2.5831069115642054,6.4717687214661614,0.009900990099009901
