Stato,VelocitaX,VelocitaXKalman,VelocitaY,VelocitaYKalman,PosizioneX,PosizioneXKalman,PosizioneY,PosizioneYKalman,ErroreVeocitaX,ErroreVeocitaY,ErrorePosizioneX,ErrorePosizioneY,KalmanGain
0,0.06393754567138543,-0.003492981086387773,0.10393754567138544,0.09211331123197686,0.05443754567138544,-2.8343753262500706,0.05643754567138544,8.850506689838333,0.06743052675777321,0.011824234439408582,2.888812871921456,8.794069144166947,0.1693808448887456
1,2.0739375456713853,0.3317700081556315,2.1539375456713854,-1.5142582956849564,2.061331300238524,1.7775261917426293,2.069331300238524,-14.622695303383678,1.742167537515754,3.668195841356342,0.2838051084958946,16.692026603622203,0.18821978991414343
2,1.9095535370961412,0.6506314124051775,2.0295535370961413,-1.0827529562854339,2.094841046230419,3.8517829205787333,2.1128410462304186,-12.251098817767478,1.2589221246909637,3.112306493381575,1.7569418743483145,14.363939863997896,0.19138784867083683
3,0.37245234660443893,-3.0207376553147536,0.5324523466044389,1.7773074648360248,0.739195209448331,-11.596274416340247,0.7711952094483305,-0.5150266669579509,3.3931900019191925,1.244855118231586,12.335469625788578,1.2862218764062814,0.19237379559274584
4,2.382452346604439,1.6462738697304409,2.582452346604439,0.10772286416151688,2.776940444108775,2.58994502794037,2.826940444108774,-5.684360972518706,0.7361784768739983,2.474729482442922,0.18699541616840465,8.51130141662748,0.1930436354618245
5,2.7168233972758475,-7.881602882687721,2.9568233972758473,0.38097011803121217,3.3400567294406276,-21.07774077479131,3.4120567294406268,-5.113248588699106,10.598426279963569,2.575853279244635,24.417797504231935,8.525305318139733,0.1936393677871345
6,3.759152424580776,-6.599978212886015,4.0391524245807755,6.700519536051281,4.644568096473141,-19.170866550380772,4.74256809647314,8.212335484921475,10.35913063746679,2.661367111470505,23.815434646853912,3.469767388448335,0.19418267200243147
7,1.7941881196004092,-0.583070694648149,2.1141881196004086,7.616770989685468,3.0460190339508517,-8.624077974374012,3.174019033950851,10.50093726982912,2.3772588142485582,5.5025828700850585,11.670097008324865,7.326918235878269,0.19467137896950665
8,-0.19581188039959074,3.902926705549749,0.16418811960040847,-9.320294984302421,1.225937845910893,-1.127305564481536,1.387937845910892,-17.405621681206178,4.09873858594934,9.48448310390283,2.353243410392429,18.79355952711707,0.19510426111548865
9,-1.9321188371154308,10.33137970736087,-1.5321188371154315,4.594347166639363,-0.5394502988449061,9.26697185839641,-0.3394502988449073,3.2735972702197103,12.2634985444763,6.126466003754794,9.806422157241316,3.6130475690646175,0.19548273653472495
10,-1.963963954962192,11.713354270987747,-1.5239639549621926,-17.69114804646895,-0.7740073004032104,12.306555421107868,-0.5320073004032116,-28.92089573061048,13.67731822594994,16.16718409150676,13.080562721511079,28.388888430207267,0.19581006867779438
11,-2.6477464317991894,0.6266450987541106,-2.1677464317991904,3.056477654282997,-1.6636861727364274,-1.9312003697625215,-1.3756861727364287,-1.9454802377362128,3.2743915305533,5.224224086082187,0.26751419702609414,0.5697940649997841,0.19609059141504778
12,-4.63774643179919,8.641220874354696,-4.1177464317991905,-6.362069125539169,-3.9279608159163466,8.793537464312786,-3.589960815916348,-14.24881977615776,13.278967306153886,2.2443226937399787,12.721498280229133,10.658858960241412,0.19632914693925205
13,-6.62774643179919,-5.496812366928729,-6.067746431799191,-5.984985515431256,-6.391235459096266,-8.558788680443522,-5.999235459096267,-14.461375204875203,1.1309340648704609,0.08276091636793481,2.167553221347256,8.462139745778936,0.19653069262850587
14,-4.6177464317991905,6.280586900691498,-4.017746431799191,9.655878773132246,-5.053510102276185,5.63217776522057,-4.603510102276186,4.47214477886012,10.898333332490688,13.673625204931437,10.685687867496755,9.075654881136305,0.1967000356743948
15,-2.6077464317991907,12.979670767251514,-1.967746431799191,3.7569900790229562,-3.5147847454561045,14.453846915855973,-3.002784745456104,-1.8462512870331453,15.587417199050705,5.724736510822147,17.968631661312077,1.1565334584229587,0.19684166573463513
16,-0.7068889465688091,10.376113584908971,-0.026888946568809136,12.505952296404992,-1.8842019034056416,12.60909877406612,-1.3062019034056414,8.993823440173237,11.08300253147778,12.5328412429738,14.49330067747176,10.300025343578879,0.19695966158760178
17,1.303111053431191,-0.18570571125078317,2.0231110534311907,-2.4093391207929127,0.04560920193747742,1.121174555130315,0.6936092019374778,-7.484728785272191,1.488816764681974,4.432450174224103,1.0755653531928375,8.17833798720967,0.1970576514656455
18,-0.6868889465688091,-6.533548936380749,0.07311105343119051,3.3404261179914476,-1.8235796927194035,-6.338820024666326,-1.1015796927194033,-1.0515260633050598,5.84665998981194,3.267315064560257,4.515240331946923,0.05005362941434344,0.19713881026521274
19,1.0666844499751855,2.5296669645917884,1.8666844499751851,-1.314097376213076,-0.14819519083228982,3.5003464761634113,0.6518048091677102,-6.167185375318187,1.462982514616603,3.1807818261882614,3.648541666995701,6.818990184485897,0.1972058803840341
20,-0.7409562694375553,-13.55479283230899,0.09904373056244431,-17.96907814170474,-1.8586674652475121,-14.747565639894779,-0.9766674652475121,-25.49929802240854,12.813836562871435,18.068121872267184,12.888898174647267,24.522630557161026,0.1972612062605212
21,1.2690437305624447,-2.991585144397174,2.149043730562444,2.4112578855651954,0.0677369078087322,-4.051389547161097,1.0357369078087322,-4.077633003023326,4.260628874959618,0.26221415500275125,4.119126454969829,5.113369910832058,0.19730677555265771
22,-0.7209562694375553,4.847116679938747,0.19904373056244395,-3.693355582287097,-1.8048587191350234,4.5414956448890225,-0.7468587191350236,-10.82418462495998,5.568072949376302,3.892399312849541,6.346354364024046,10.077325905824956,0.19734426219143472
23,-1.7808063564215064,-9.534215985556685,-0.8208063564215071,10.483707195394306,-2.94630443306273,-11.246076017158858,-1.7943044330627305,4.782943939139052,7.753409629135178,11.304513551815813,8.299771584096128,6.577248372201783,0.19737506828652032
24,-3.4916217906329767,6.336028617033875,-2.491621790632977,15.660240209488435,-4.844700502916351,5.669811354430589,-3.5947005029163517,11.609579245122994,9.827650407666852,18.15186200012141,10.514511857346939,15.204279748039346,0.19740036312084497
25,-1.481621790632977,19.09701446679236,-0.44162179063297735,-15.9586817187181,-3.1933626819796492,20.627165742061155,-1.8413626819796494,-22.3957684076423,20.578636257425337,15.517059928085123,23.820528424040806,20.55440572566265,0.19742111834053955
