Stato,Posizione,PosizioneKalman,Velocita,VelocitaKalman,ErrorePosizione, ErroreVeocita, KalmanGain
0,-0.06734412554273851,1.6915798907500301,-1.34688251085477,0.02837948700548398,1.7589240162927686,1.3752619978602538,9.999000099990002E-5
1,-0.11259074542549508,-0.9461871366885923,0.4419501131996382,-0.10833231164921585,0.8335963912630973,0.550282424848854,9.999000099990002E-5
2,-0.47727783675394,-0.226107280509934,-7.735691939768534,-0.02310741727217898,0.25117055624400597,7.712584522496355,9.999000099990002E-5
3,-0.9390739653428799,-3.8583262912708016,-1.5002306320102674,-0.5573782630632509,2.9192523259279217,0.9428523689470165,9.999000099990002E-5
4,-0.2601339223157625,3.3874050019438817,15.079031492552613,0.8777467693809149,3.6475389242596443,14.201284723171698,9.999000099990002E-5
5,1.7107761200002,9.737078074972683,24.339169353766643,2.378752653671379,8.026301954972482,21.960416700095266,9.999000099990002E-5
6,4.872521209743313,3.8202894382848216,38.89573244109564,0.6761336024468056,1.0522317714584917,38.219598838648835,9.999000099990002E-5
7,8.970760922214359,-1.3639440064647808,43.06906180832523,-0.9696121918713907,10.33470492867914,44.03867400019662,9.999000099990002E-5
8,13.775660183061024,-1.5976131933296418,53.02892340860809,-1.0074927796012405,15.373273376390665,54.03641618820933,9.999000099990002E-5
9,19.189329810018226,-4.041445356856223,55.244469130536004,-1.8865957183550215,23.230775166874448,57.13106484889103,9.999000099990002E-5
10,23.90931445955568,-18.989057467092707,39.15522386021311,-7.876957177950566,42.89837192664839,47.03218103816368,9.999000099990002E-5
11,27.503818815086454,-2.251518130622742,32.73486325040234,-0.32080841225080636,29.755336945709196,33.05567166265315,9.999000099990002E-5
12,30.999644501615972,-0.45317402421390995,37.181650480188,0.5158396120573101,31.452818525829883,36.665810868130684,9.999000099990002E-5
13,34.577354027418906,14.61653440273581,34.372540035870585,7.58693438603877,19.960819624683097,26.785605649831815,9.999000099990002E-5
14,38.29406514811714,11.717048281673975,39.961682378094125,5.818120387083797,26.577016866443167,34.14356199101033,9.999000099990002E-5
15,42.271765664835776,30.36454551419671,39.59232795627844,14.860668472573817,11.907220150639066,24.73165948370462,9.999000099990002E-5
16,46.53113818082417,34.021615925454626,45.59512236348955,15.981650106907521,12.509522255369546,29.61347225658203,9.999000099990002E-5
17,51.87205384776845,61.68421176104006,61.22319097539593,29.596858475881447,9.812157913271612,31.626332499514483,9.999000099990002E-5
18,57.44970779679198,50.27013304747962,50.3298880050746,21.979403431935246,7.1795747493123585,28.350484573139354,9.999000099990002E-5
19,62.32222423005646,38.274315598557024,47.120440660215,14.353324905161614,24.04790863149944,32.76711575505339,9.999000099990002E-5
20,66.69457999372311,54.88854416404709,40.326674613117774,22.62314666341694,11.80603582967602,17.703527949700835,9.999000099990002E-5
21,70.76986360667101,48.08720297924154,41.17899764584022,17.65301601389622,22.68266062742947,23.525981631944,9.999000099990002E-5
22,75.20778041136863,87.4753557386791,47.579338448112146,38.50034374400691,12.267575327310468,9.078994704105234,9.999000099990002E-5
23,79.49110038893174,97.04476527773697,38.08706110314985,41.699053230701765,17.55366488880523,3.6119921275519147,9.999000099990002E-5
24,84.50292701581108,118.9405911277194,62.14947143443678,51.647721690704714,34.43766411190832,10.501749743732063,9.999000099990002E-5
25,90.33930811930838,137.11906101307764,54.57815063550923,58.98834014073125,46.779752893769256,4.4101895052220215,9.999000099990002E-5
26,95.25755108320443,144.9921916987069,43.78670864241163,60.11455414807068,49.73464061550247,16.32784550565905,9.999000099990002E-5
27,100.69497006363012,152.04808500972297,64.96167096610232,60.71683410076342,51.353114946092845,4.244836865338897,9.999000099990002E-5
28,106.87304090349882,141.4069839395824,58.59974583127146,51.21888808196022,34.533943036083585,7.3808577493112395,9.999000099990002E-5
29,113.16013836780107,123.64381410859924,67.14220345477358,38.18031491058463,10.483675740798176,28.96188854418895,9.999000099990002E-5
30,120.33332665259385,106.65991167853377,76.32156224108213,26.307239105252393,13.67341497406008,50.01432313582974,9.999000099990002E-5
31,127.41346707496113,111.22248914998274,65.2812462062634,27.42221684431933,16.190977924978398,37.859029361944074,9.999000099990002E-5
