Stato,Posizione,PosizioneKalman,Velocità,VelocitàKalman,KalmanGain
0,-0.5755747747618367,-1.4604216912174508,-11.511495495236732,-0.005878014626412367,0.009920195404619685
1,-2.2237406923136267,-1.539912345452328,-21.451822855799062,-2.8879551311468844E-4,0.019362363343421653
2,-3.6259800326515417,2.4978340184074392,-6.592963950959236,0.4255082500479881,0.028448704061081912
3,-4.201211901517006,3.533723080056331,-4.91167342635003,0.5843545689045266,0.037196248033945674
4,-4.5719889230502595,-3.796020535150757,-2.5038670043150404,-0.8478911562812497,0.04561332064098575
5,-4.7984921024982015,-3.9186598294669825,-2.0261965846437944,-0.8470233562261132,0.053697974622718865
6,-5.147786415741633,-20.422204789089776,-4.959689680224839,-5.405557912561493,0.061438338254168355
7,-5.442752534413253,-16.465786798766263,-0.9396326932075434,-3.9780929527013895,0.06881458763174222
8,-5.411649489694981,0.368604097528479,1.5616935875729883,2.0451433536232195,0.07580205576132827
9,-4.9737881488119235,4.716456578780052,7.195533230088171,3.6268435025603876,0.08237488149555405
10,-4.129674097336102,-0.32829433328883617,9.68674779942826,1.438281852687854,0.08850959698293162
11,-3.1557605102911377,4.413791980067942,9.791523941471034,3.428075938922178,0.09418814922329456
12,-2.6944591517010563,1.8679957135781846,-0.565496769669414,2.1329557473570864,0.09940002117608432
13,-3.105803535334507,4.424634629183048,-7.661390902999598,3.244530694060808,0.10414331654616638
14,-4.266405404171697,1.9873283328418756,-15.550646473744195,1.9115473722350949,0.10842485465161844
15,-5.443625352352427,9.213062694137141,-7.993752489870396,5.438569852765698,0.11225945469578046
16,-5.5453854936198965,10.005067587169613,5.9585496645210005,5.575329505162152,0.1156686584388589
17,-5.10602138288492,27.005142087133095,2.8287325501785316,14.167972038800814,0.11867915088019297
18,-4.927092894225596,18.102781370366834,0.7498372230079546,8.70202392863582,0.12132110601157858
19,-4.474782449252097,12.516763320687332,8.296371676462014,5.2385049150479155,0.12362662876961526
20,-2.962880485541752,32.407038917761106,21.94166759774489,15.78710785870557,0.12562840254106797
21,-0.7792837537198981,18.52613307347982,21.730267038692183,7.302836363446673,0.1273585960849693
22,1.902336856109582,33.342844484335366,31.90214515789741,15.114398051793351,0.12884804076025708
23,5.127503815743632,26.578320375883337,32.60119403478359,10.50963758966915,0.1301256599964334
24,7.5322619179290164,24.594144015720094,15.493968008924071,8.817549864184077,0.13121811654886864
25,8.75639495545317,9.230818697008953,8.988692741558994,-0.32394028547477305,0.1321496363956864
26,9.748662887085029,17.276384797178167,10.856665891078176,4.253994329741125,0.13294196807355488
27,10.660560115302497,27.35729745809503,7.3812786732711455,9.74178261452318,0.13361444012448548
28,10.893016962937573,46.66453776778867,-2.7321417205696097,20.180912241758286,0.13418408509118207
29,11.087966399085966,49.644201018621274,6.631130443537458,20.738883076139583,0.13466580476889242
30,11.680863648291135,20.27499846287883,5.226814540565908,2.7872072819578904,0.13507255736215448
31,11.500601931088333,6.283706845660626,-8.832048884621953,-5.367324984842925,0.13541555237744918
32,10.053590365348786,23.274313385867476,-20.10818243016899,4.683258148606939,0.13570444335151882
33,8.848454071590627,26.869115669391526,-3.994543444994182,6.485968809656958,0.13594751187767032
34,8.449002984583744,10.769097487006913,-3.9944782951434727,-3.118093657858603,0.13615183894273258
35,7.645815481827564,-8.686248875137803,-12.069271759980142,-14.105083190173803,0.13632346145499746
36,6.226999155254316,-16.88767452311053,-16.307054771484815,-17.998739437550682,0.1364675131632124
37,5.167634523223258,-13.040031386878553,-4.8802378691363355,-14.741188828610596,0.1365883500622893
38,5.072681802438113,-39.01350755004519,2.9811834534334345,-28.8269489591786,0.13668966095862392
39,5.342240202353792,-72.04608681216868,2.409984544880146,-46.16995431928956,0.13677456421280837
40,6.108542870411821,-84.20264671620136,12.916068816280445,-50.50093505351143,0.13684569185753825
41,7.707508535253299,-68.79391487485398,19.063244480549123,-38.70966109764979,0.13690526235508757
42,9.794158353284057,-57.01229408085298,22.66975188006602,-29.68424335685054,0.13695514325004512
43,12.238439773250079,-80.08526147981452,26.215876519254373,-41.25655141612471,0.13699690491684555
44,15.8234204827023,-68.04829769000514,45.483737669790024,-31.934347618953574,0.13703186651769902
45,19.871041368278245,-55.22618822398474,35.468680041728945,-22.69574320483212,0.1370611351885096
46,24.090796643307513,-37.58520350951205,48.926425458856386,-11.211461277827931,0.13708563936749593
47,28.495393690139036,-8.488965714143248,39.16551547777405,6.214222134584315,0.13710615707950138
48,31.6447876499108,0.25794166673645513,23.822363717661194,10.90744990690893,0.1371233398921254
49,34.578148256875366,0.392851750292574,34.84484842163002,10.366186025719538,0.13713773316994482
50,38.80912126141919,-4.000226332591545,49.774611669246475,7.245873461894434,0.13714979317128073
51,44.39582108129909,9.631117995884026,61.95938472835141,14.69619210077876,0.13715990145850496
52,51.14891179918517,16.05175123184747,73.10242962937019,17.560216235738935,0.13716837702763632
53,58.762107274980245,34.34081092719467,79.16147988653131,27.101699874399344,0.1371754865055315
54,66.82744410178812,58.53702042176673,82.14525664962602,39.499060252750645,0.13718145271272916
55,73.90938962994242,66.99605574521601,59.49365391346008,42.108542204356,0.13718646184631908
56,79.41964463513182,70.10128785569225,50.71144619032776,41.480787559470826,0.13719066949939634
57,83.92705520167456,103.02117294997034,39.43676514052717,58.07967115359102,0.13719420570106441
58,88.09957797807967,119.90137892499496,44.01369038757498,64.47347259469248,0.13719717913294974
59,93.27234023663351,123.99202476792648,59.44155478350195,63.124329172215006,0.13719968065421098
