Stato,VelocitaX,VelocitaXKalman,VelocitaY,VelocitaYKalman,PosizioneX,PosizioneXKalman,PosizioneY,PosizioneYKalman,ErroreVeocitaX,ErroreVeocitaY,ErrorePosizioneX,ErrorePosizioneY,KalmanGain
0,-0.49,-0.060819756800134135,-0.45,-0.00860068394649928,-0.4995,-4.255767383688061,-0.4975,-3.5194011051846066,0.42918024319986586,0.44139931605350075,3.7562673836880616,3.0219011051846065,0.17655699177438305
1,-0.40582260303679896,0.08267275354009516,-0.325822603036799,0.6606729553882067,-0.473822603036799,-2.6481567226239147,-0.465822603036799,3.9658622338940046,0.48849535657689414,0.9864955584250057,2.1743341195871158,4.4316848369308035,0.18931102301440658
2,-0.895822603036799,-0.8241512605312654,-0.775822603036799,0.8890197862716762,-1.013904863340479,-8.217910595751228,-0.9959048633404789,5.119601331848788,0.07167134250553353,1.6648423893084752,7.2040057324107485,6.115506195189266,0.19162544669776346
3,-0.5698572988356843,1.6910047136846984,-0.40985729883568417,0.2814172735094589,-0.7870218194430443,1.712866992294014,-0.755021819443044,2.5826751919572124,2.2608620125203824,0.691274572345143,2.4998888117370583,3.337697011400256,0.19248875335040416
4,-0.7662737576818334,0.6451465132715037,-0.5662737576818333,-0.45192100577569955,-1.0499240081727619,-1.2820990856693772,-0.9999240081727616,0.26553374684532205,1.4114202709533372,0.11435275190613375,0.23217507749661537,1.2654577550180837,0.19313739538745284
5,-0.39803080272236274,1.1823068343795533,-0.15803080272236264,0.8042905092143547,-0.7678084289814748,0.06427325697381958,-0.6958084289814745,3.154755032384866,1.580337637101916,0.9623213119367173,0.8320816859552944,3.850563461366341,0.19372424335349053
6,-0.8880308027223627,2.782367115582131,-0.6080308027223627,-0.08847891266226482,-1.3071115092537111,3.4818234207913785,-1.2091115092537108,1.2817669579249495,3.6703979183044932,0.5195518900600978,4.788934930045089,2.4908784671786606,0.19425937085002193
7,-0.7293427904875528,2.667352106643042,-0.40934279048755273,0.7995276416762795,-1.2467265772911376,3.5311566203931792,-1.1187265772911372,2.8131675997282293,3.396694897130595,1.2088704321638324,4.777883197684317,3.9318941770193665,0.1947396866179466
8,-0.21934279048755279,2.155789112156981,0.14065720951244726,-1.2343855528292706,-0.8191608563398929,2.929542692509433,-0.6571608563398925,-0.5758801125503381,2.375131902644534,1.3750427623417179,3.748703548849326,0.08128074378955441,0.195164271341967
9,-0.324351043456863,2.8267059512569834,0.07564895654313701,0.5268330048203993,-0.9556033883579585,4.164971074450691,-0.7556033883579582,1.9424388420998626,3.1510569947138465,0.4511840482772623,5.12057446280865,2.698042230457821,0.19553485145352817
10,-0.814351043456863,-1.22635132215115,-0.374351043456863,1.3919150394068813,-1.4875384927036448,-1.4425770824447701,-1.2455384927036444,3.179347799514784,0.4120002786942869,1.7662660828637442,0.04496141025887468,4.424886292218428,0.1958548875668101
11,-0.31263488946923723,-1.5115674018578837,0.1673651105307628,-1.6595354199308534,-1.0767574430617053,-1.9718861156643512,-0.7887574430617048,-0.9566060184224128,1.1989325123886465,1.8269005304616162,0.895128672602646,0.16784857536070796,0.1961288185132592
12,-0.07861627341481497,-3.904978924623385,0.44138372658518504,0.9021654089368689,-0.8835023159542068,-5.306103914873299,-0.5455023159542063,2.2069416106110307,3.8263626512085698,0.4607816823516839,4.422601598919092,2.752443926565237,0.19636152449014282
13,0.3971840674791923,-0.44139426911614255,0.9571840674791923,-1.5021494661626875,-0.4250636024016811,-1.2691908955278697,-0.03306360240168049,-0.8463580563981266,0.8385783365953349,2.45933353364188,0.8441272931261885,0.8132944539964461,0.19655795435139534
14,-0.09281593252080766,0.6898677513956679,0.5071840674791923,-2.5121807942671945,-0.884845195653762,0.08657016952273167,-0.43484519565376123,-2.3170540145068674,0.7826836839164756,3.0193648617463866,0.9714153651764936,1.882208818853106,0.1967228762968312
15,-0.4967882569847135,4.218627005932586,0.1432117430152865,-3.2661401245014323,-1.3075991133697487,4.453190266552022,-0.7955991133697479,-3.5475728303549086,4.715415262917299,3.409351867516719,5.760789379921771,2.7519737169851606,0.1968607229168558
16,-0.9867882569847135,2.762434073180709,-0.3067882569847135,-3.112216414876984,-1.85677793906822,3.1165010198927554,-1.2787779390682192,-3.7470052953108324,3.7492223301654226,2.8054281578922704,4.973278958960975,2.468227356242613,0.196975507046111
17,-1.4767882569847135,-2.328541478530187,-0.7567882569847135,0.17371730174871436,-2.4549567647666914,-2.638687477793346,-1.8069567647666906,-0.22921735448019875,0.8517532215454735,0.9305055587334279,0.18373071302665434,1.577739410286492,0.19707078858041446
18,-1.9667882569847135,0.10678146467257488,-1.2067882569847135,-2.123301240486041,-3.1021355904651626,-0.03676556805945319,-2.380135590465162,-2.9521137491077374,2.0735697216572886,0.9165129835013275,3.0653700224057094,0.5719781586425752,0.19714967597357708
19,-2.4567882569847135,-6.910740859642946,-1.6567882569847134,-0.6783331406330666,-3.7983144161636337,-8.159217013065698,-2.9983144161636335,-1.5474127066216505,4.453952602658232,0.9784551163516468,4.360902596902064,1.450901709541983,0.1972148496776946
20,-2.9467882569847137,-11.494603632854439,-2.1067882569847134,0.10959121210419753,-4.543493241862105,-14.12496260538648,-3.661493241862105,-0.76538124041642,8.547815375869725,2.2163794690889107,9.581469363524375,2.896112001445685,0.19726859806163066
21,-3.092553713450969,-4.333566309713648,-2.2125537134509687,-1.092204340313799,-4.993437524026833,-7.1150562284428975,-4.025437524026832,-2.180139122792283,1.2410125962626788,1.1203493731371696,2.121618704416065,1.8452984012345488,0.19731285912462485
22,-3.5825537134509693,-6.9254900959766506,-2.662553713450969,-4.017057177557562,-5.80219289537193,-10.50094779281579,-4.744192895371929,-5.6631476696767535,3.3429363825256813,1.354503464106593,4.69875489744386,0.918954774304825,0.19734926353450774
23,-4.049487984008597,-3.5777991347635947,-3.0894879840085974,-2.596171398517054,-6.636882537274655,-7.421178723595684,-5.484882537274653,-4.513159101482227,0.47168884924500265,0.49331658549154334,0.7842961863210292,0.971723435792426,0.19737917618498674
24,-4.310490472859184,-7.225148878527632,-3.310490472859184,-3.5045318639192997,-7.312333824526101,-11.896993380610395,-6.0623338245261,-5.84948417880905,2.9146584056684475,0.19404139106011575,4.5846595560842935,0.2128496457170499,0.19740373466112696
25,-4.582400620910256,1.2909420366370217,-3.542400620910256,-5.9759127840292265,-8.024793019863091,-3.067838072196224,-6.672793019863089,-9.028601355543053,5.873342657547278,2.4335121631189707,4.956954947666867,2.3558083356799635,0.19742388382195575
26,-4.072400620910257,-1.8792182182706505,-2.992400620910256,1.1250966888739242,-7.9825330819541165,-6.500734189309435,-6.5245330819541145,-1.7249859696640293,2.1931824026396063,4.117497309784181,1.4817988926446812,4.799547112290085,0.19744040624617443
27,-3.908637111584528,-6.281297401156802,-2.7886371115845274,-8.937919332056811,-8.235509634719413,-11.621169868668444,-6.667509634719411,-12.91703723617444,2.3726602895722744,6.1492822204722835,3.3856602339490305,6.249527601455029,0.19745394861986906
28,-4.398637111584528,-3.7369549113197076,-3.2386371115845276,-9.015603819420615,-9.125873345877865,-9.419682350546204,-7.443873345877863,-13.950864911198277,0.6616822002648206,5.776966707836088,0.29380900466833815,6.506991565320414,0.19746504433616877
